MONTH,DAY_OF_WEEK,DEP_DEL15,DEP_TIME_BLK,DISTANCE_GROUP,SEGMENT_NUMBER,CONCURRENT_FLIGHTS,NUMBER_OF_SEATS,CARRIER_NAME,AIRPORT_FLIGHTS_MONTH,AIRLINE_FLIGHTS_MONTH,AIRLINE_AIRPORT_FLIGHTS_MONTH,AVG_MONTHLY_PASS_AIRPORT,AVG_MONTHLY_PASS_AIRLINE,FLT_ATTENDANTS_PER_PASS,GROUND_SERV_PER_PASS,PLANE_AGE,DEPARTING_AIRPORT,LATITUDE,LONGITUDE,PREVIOUS_AIRPORT,PRCP,SNOW,SNWD,TMAX,AWND,CARRIER_HISTORICAL,DEP_AIRPORT_HIST,DAY_HISTORICAL,DEP_BLOCK_HIST
3,1,0,1600-1659,2,5,3,76,Mesa Airlines Inc.,1646,18407,85,216694,1191889,0,9.13E-05,13,Ontario International,34.056,-117.601,Phoenix Sky Harbor International,0,0,0,73,5.82,0.167395853,0.203750224,0.160867896,0.216359437
9,4,1,0700-0759,4,1,28,182,Spirit Air Lines,6520,15996,1518,1391212,2688839,9.17E-06,0.000124651,3,Fort Lauderdale-Hollywood International,26.074,-80.152,NONE,0,0,0,93,9.62,0.131699847,0.187867313,0.167321456,0.071476736
7,6,0,0700-0759,6,1,16,76,Mesa Airlines Inc.,5978,19483,99,690385,1191889,0,9.13E-05,4,Austin - Bergstrom International,30.194,-97.67,NONE,0,0,0,94,4.47,0.194841885,0.187867313,0.203312576,0.101235847
5,2,1,2200-2259,4,1,13,143,Southwest Airlines Co.,4875,113709,4412,589072,13382999,6.18E-05,9.89E-05,9,William P Hobby,29.645,-95.279,NONE,3.38,0,0,81,11.63,0.248619996,0.187867313,0.190876701,0.2663106
4,6,1,1800-1859,1,5,8,143,Southwest Airlines Co.,5669,110752,5250,673221,13382999,6.18E-05,9.89E-05,19,Dallas Love Field,32.847,-96.853,Lambert-St. Louis International,2.73,0,0,64,14.32,0.215725833,0.222772277,0.177124023,0.26130947
5,5,0,0700-0759,4,1,14,182,Spirit Air Lines,4287,17814,268,404265,2688839,9.17E-06,0.000124651,1,Cleveland-Hopkins International,41.411,-81.849,NONE,0,0,0,68,7.83,0.226030841,0.187867313,0.206977299,0.097022059
1,7,0,0600-0659,4,1,17,162,JetBlue Airways,10155,23463,144,1960746,3190369,0.000160039,0.000126866,16,Seattle International,47.447,-122.306,NONE,0.4,0,0,50,12.75,0.267231524,0.187867313,0.178567369,0.063155495
6,5,0,1000-1059,3,2,6,180,Delta Air Lines Inc.,1928,87183,460,404840,12460183,0.000144166,0.00014866,1,Southwest Florida International,26.536,-81.755,Atlanta Municipal,0,0,0,96,2.91,0.200730053,0.251827409,0.222677771,0.172352038
7,1,1,1700-1759,3,5,11,70,Comair Inc.,4154,24403,450,364314,1245396,0,9.00E-05,15,Cincinnati/Northern Kentucky International,39.048,-84.669,Douglas Municipal,0.36,0,0,90,2.46,0.214296145,0.225740402,0.219938971,0.310534436
7,2,0,0600-0659,1,1,14,160,American Airlines Inc.,7261,79247,4094,1413432,11744595,9.82E-05,0.000177287,20,Miami International,25.792,-80.286,NONE,0,0,0,98,5.14,0.237709147,0.187867313,0.202011935,0.072915911
6,7,0,1700-1759,2,5,11,120,United Air Lines Inc.,4733,53737,418,564680,8501631,0.000253804,0.000228985,21,Louis Armstrong New Orleans International,29.991,-90.251,Houston Intercontinental,0.16,0,0,93,3.36,0.265472582,0.274169705,0.270709157,0.345016429
3,1,0,1800-1859,1,6,75,172,American Airlines Inc.,23912,78308,12140,2907365,11744595,9.82E-05,0.000177287,10,Dallas Fort Worth Regional,32.894,-97.03,Indianapolis Muni/Weir Cook,0.01,0,0,60,8.95,0.190791448,0.134709931,0.160867896,0.240547167
7,6,0,1100-1159,5,2,40,149,Alaska Airlines Inc.,13781,24454,6465,1960746,2884187,3.23E-05,0.000174601,4,Seattle International,47.447,-122.306,Philadelphia International,0,0,0,80,8.28,0.153479807,0.243625277,0.203312576,0.157627403
5,1,0,1100-1159,4,3,17,173,United Air Lines Inc.,5040,53980,613,800302,8501631,0.000253804,0.000228985,11,Portland International,45.589,-122.595,Stapleton International,0,0,0,83,6.49,0.212819677,0.247317782,0.193667889,0.163325204
5,5,0,1600-1659,6,5,12,143,Southwest Airlines Co.,5171,113709,2893,614236,13382999,6.18E-05,9.89E-05,15,San Jose International,37.363,-121.941,Tucson International,0,0,0,78,6.49,0.248619996,0.156079855,0.206977299,0.273685639
11,5,0,1900-1959,1,5,4,76,American Eagle Airlines Inc.,1584,25517,165,148882,1204766,0.000348408,0.000106867,0,Kent County,42.881,-85.524,Chicago O'Hare International,0,0,0,39,9.62,0.117559055,0.149478191,0.153721967,0.198316957
5,4,0,1200-1259,7,2,26,216,United Air Lines Inc.,18013,53980,2299,2780593,8501631,0.000253804,0.000228985,18,Los Angeles International,33.942,-118.408,Chicago O'Hare International,0,0,0,65,7.83,0.212819677,0.238333995,0.25085146,0.191453508
4,1,0,1700-1759,2,6,17,50,SkyWest Airlines Inc.,13675,67082,3299,1908862,3472966,3.42E-05,9.90E-05,18,San Francisco International,37.619,-122.375,Ontario International,0,0,0,77,9.84,0.154651265,0.141295206,0.237971867,0.244534759
1,3,0,1500-1559,3,4,7,143,Southwest Airlines Co.,4887,107363,1893,690385,13382999,6.18E-05,9.89E-05,13,Austin - Bergstrom International,30.194,-97.67,Orlando International,0.05,0,0,58,2.91,0.172437436,0.182626457,0.180606958,0.210052789
11,3,0,1100-1159,3,3,11,180,Delta Air Lines Inc.,8800,79989,552,1093478,12460183,0.000144166,0.00014866,2,Friendship International,39.176,-76.671,Atlanta Municipal,0,0,0,55,8.72,0.10088232,0.099977143,0.147497552,0.129554477
1,2,0,1900-1959,4,5,2,146,Alaska Airlines Inc.,1282,20315,269,90611,2884187,3.23E-05,0.000174601,8,Palm Springs International,33.827,-116.505,Seattle International,0,0,0,73,3.58,0.139866061,0.117216117,0.159489434,0.247918965
10,4,0,1600-1659,3,6,17,143,Southwest Airlines Co.,6015,115051,3486,642980,13382999,6.18E-05,9.89E-05,15,Lambert-St. Louis International,38.747,-90.364,Kansas City International,0.94,0,0,71,9.62,0.179322906,0.13556231,0.192619318,0.217823991
8,7,1,0700-0759,3,1,20,160,American Airlines Inc.,10613,80820,4130,1297685,11744595,9.82E-05,0.000177287,20,Philadelphia International,39.868,-75.249,NONE,0,0,0,78,10.96,0.228215169,0.187867313,0.196519162,0.098669345
10,6,0,1900-1959,3,5,9,128,American Airlines Inc.,25833,80161,13048,2907365,11744595,9.82E-05,0.000177287,4,Dallas Fort Worth Regional,32.894,-97.03,Adams Field,0,0,0,94,8.28,0.172082137,0.162711864,0.112162322,0.225404157
8,3,0,0600-0659,3,1,48,76,American Eagle Airlines Inc.,29971,28893,6172,3103410,1204766,0.000348408,0.000106867,3,Chicago O'Hare International,41.978,-87.906,NONE,0,0,0,88,7.83,0.193156884,0.187867313,0.221672355,0.070108953
12,7,0,1700-1759,3,3,14,191,Delta Air Lines Inc.,4332,81498,586,477995,12460183,0.000144166,0.00014866,0,Kansas City International,39.298,-94.714,Atlanta Municipal,0,0,0,52,9.84,0.157390024,0.162335366,0.226980168,0.262223125
1,1,0,1000-1059,2,2,76,50,SkyWest Airlines Inc.,30842,62105,2311,4365661,3472966,3.42E-05,9.90E-05,16,Atlanta Municipal,33.641,-84.427,Dannelly Field,0,0,0,59,6.26,0.208050847,0.187867313,0.176996912,0.154334231
7,3,0,0900-0959,2,2,15,175,Southwest Airlines Co.,8408,117728,3564,1023434,13382999,6.18E-05,9.89E-05,6,San Diego International Lindbergh Fl,32.733,-117.187,Chicago Midway International,0,0,0,82,5.37,0.215945077,0.287990672,0.203027092,0.127380857
3,5,0,2100-2159,11,3,21,181,American Airlines Inc.,11006,78308,562,1960746,11744595,9.82E-05,0.000177287,2,Seattle International,47.447,-122.306,Dallas Fort Worth Regional,0.01,0,0,65,8.28,0.190791448,0.224506824,0.201711417,0.229545802
7,3,0,1200-1259,1,2,27,154,United Air Lines Inc.,6107,55374,2497,780326,8501631,0.000253804,0.000228985,11,Washington Dulles International,38.942,-77.458,Logan International,0,0,0,88,7.61,0.236600959,0.223868867,0.203027092,0.174585415
5,6,0,0600-0659,2,1,14,143,Southwest Airlines Co.,5171,113709,2893,614236,13382999,6.18E-05,9.89E-05,17,San Jose International,37.363,-121.941,NONE,0,0,0,72,7.61,0.248619996,0.187867313,0.179907331,0.06922199
7,6,0,1600-1659,2,4,30,76,SkyWest Airlines Inc.,15391,72721,3319,1908862,3472966,3.42E-05,9.90E-05,4,San Francisco International,37.619,-122.375,Boise Air Terminal,0,0,0,67,13.42,0.188373501,0.108348135,0.203312576,0.289210184
8,2,0,0800-0859,4,1,38,187,American Airlines Inc.,10613,80820,4130,1297685,11744595,9.82E-05,0.000177287,8,Philadelphia International,39.868,-75.249,NONE,0,0,0,79,5.59,0.228215169,0.187867313,0.218547944,0.112372666
5,2,0,0001-0559,2,1,6,160,American Airlines Inc.,4641,78894,426,477995,11744595,9.82E-05,0.000177287,5,Kansas City International,39.298,-94.714,NONE,0.69,0,0,65,9.84,0.257273013,0.187867313,0.190876701,0.083390528
5,6,0,0700-0759,3,1,21,186,Frontier Airlines Inc.,14018,11254,719,1903352,1857122,0.000115726,7.13E-06,2,McCarran International,36.08,-115.152,NONE,0,0,0,81,7.16,0.318181818,0.187867313,0.179907331,0.097022059
3,5,0,1900-1959,4,4,13,175,Southwest Airlines Co.,4625,114119,1122,404840,13382999,6.18E-05,9.89E-05,6,Southwest Florida International,26.536,-81.755,General Mitchell Field,0,0,0,81,8.95,0.204389222,0.143603133,0.201711417,0.243701776
11,3,0,0700-0759,6,1,63,132,Delta Air Lines Inc.,26830,79989,1126,3103410,12460183,0.000144166,0.00014866,16,Chicago O'Hare International,41.978,-87.906,NONE,0.01,0,0,55,11.41,0.10088232,0.187867313,0.147497552,0.076535382
12,2,1,1900-1959,4,2,15,76,SkyWest Airlines Inc.,12707,70473,3467,1581456,3472966,3.42E-05,9.90E-05,12,Minneapolis-St Paul International,44.886,-93.218,Truax Field,0,0,0,64,3.58,0.202512534,0.197575758,0.199784239,0.302154866
1,5,0,1600-1659,6,6,33,143,Southwest Airlines Co.,17725,107363,3451,2780593,13382999,6.18E-05,9.89E-05,14,Los Angeles International,33.942,-118.408,San Jose International,0,0,0,63,4.7,0.172437436,0.121886121,0.171722566,0.212890346
1,1,0,1900-1959,2,4,52,154,United Air Lines Inc.,18286,46218,5037,2743323,8501631,0.000253804,0.000228985,11,Stapleton International,39.774,-104.88,Minneapolis-St Paul International,0.07,2.3,1.2,31,12.97,0.181882406,0.158109895,0.176996912,0.247918965
4,5,1,1800-1859,2,6,33,44,American Eagle Airlines Inc.,14138,25138,1296,1208249,1204766,0.000348408,0.000106867,18,LaGuardia,40.779,-73.876,Standiford Field,0.48,0,0,66,12.3,0.148148148,0.161870504,0.232425733,0.26130947
3,7,0,1400-1459,2,4,11,143,Southwest Airlines Co.,4886,114119,2700,614236,13382999,6.18E-05,9.89E-05,18,San Jose International,37.363,-121.941,Los Angeles International,0.04,0,0,58,9.4,0.204389222,0.202485719,0.191473364,0.210264144
7,3,1,1000-1059,2,2,50,50,SkyWest Airlines Inc.,23471,72721,4971,2743323,3472966,3.42E-05,9.90E-05,16,Stapleton International,39.774,-104.88,Yampa Valley,0,0,0,97,12.08,0.188373501,0.187867313,0.203027092,0.143075561
9,5,1,1100-1159,3,2,47,66,SkyWest Airlines Inc.,28583,66731,5357,3103410,3472966,3.42E-05,9.90E-05,13,Chicago O'Hare International,41.978,-87.906,Will Rogers World,1.35,0,0,77,11.86,0.138153902,0.125091441,0.165247052,0.118392688
10,3,0,1900-1959,2,7,12,143,Southwest Airlines Co.,5536,115051,3180,614236,13382999,6.18E-05,9.89E-05,15,San Jose International,37.363,-121.941,Salt Lake City International,0,0,0,71,3.58,0.179322906,0.104343998,0.15751081,0.225404157
9,6,1,1500-1559,5,4,30,175,Southwest Airlines Co.,17615,107436,3308,2780593,13382999,6.18E-05,9.89E-05,3,Los Angeles International,33.942,-118.408,Kansas City International,0,0,0,72,8.72,0.124829468,0.110221083,0.104450433,0.159409298
11,3,0,1700-1759,4,4,40,128,American Airlines Inc.,24926,77179,12790,2907365,11744595,9.82E-05,0.000177287,6,Dallas Fort Worth Regional,32.894,-97.03,Eagle County Regional,0,0,0,76,17,0.142302374,0.187867313,0.147497552,0.182646234
1,2,1,1400-1459,2,6,23,100,JetBlue Airways,11206,23463,830,955406,3190369,0.000160039,0.000126866,14,Ronald Reagan Washington National,38.852,-77.037,Orlando International,0,0,0,32,5.82,0.267231524,0.182626457,0.159489434,0.210715285
8,3,0,2100-2159,2,7,1,76,"Midwest Airline, Inc.",5552,28070,466,573075,1529740,1.25E-06,0.000123823,3,Raleigh-Durham International,35.875,-78.782,Newark Liberty International,0,0,0,88,2.91,0.195649816,0.303758233,0.221672355,0.321965685
7,2,0,0700-0759,4,1,41,180,Delta Air Lines Inc.,35086,90457,21769,4365661,12460183,0.000144166,0.00014866,3,Atlanta Municipal,33.641,-84.427,NONE,0.12,0,0,92,5.14,0.190218739,0.187867313,0.202011935,0.101235847
5,5,0,0900-0959,2,3,6,143,Southwest Airlines Co.,3528,113709,1310,429725,13382999,6.18E-05,9.89E-05,13,Orange County,33.676,-117.867,Phoenix Sky Harbor International,0,0,0,70,6.71,0.248619996,0.225371519,0.206977299,0.131480537
1,1,0,1600-1659,3,6,1,120,Alaska Airlines Inc.,1304,20315,1165,222594,2884187,3.23E-05,0.000174601,19,Anchorage International,61.169,-149.985,Juneau International,0.01,0,11,21,7.83,0.139866061,0.187867313,0.176996912,0.212890346
7,1,0,1800-1859,4,2,25,181,Alaska Airlines Inc.,19667,24454,1824,2780593,2884187,3.23E-05,0.000174601,3,Los Angeles International,33.942,-118.408,John F. Kennedy International,0,0,0,72,6.26,0.153479807,0.241935484,0.219938971,0.326392871
4,5,1,1700-1759,2,6,6,143,Southwest Airlines Co.,2167,110752,578,204019,13382999,6.18E-05,9.89E-05,20,Eppley Airfield,41.302,-95.893,Ronald Reagan Washington National,0,0,0,68,6.71,0.215725833,0.185460302,0.232425733,0.244534759
4,3,0,1800-1859,4,6,7,143,Southwest Airlines Co.,4461,110752,1982,477995,13382999,6.18E-05,9.89E-05,19,Kansas City International,39.298,-94.714,Louis Armstrong New Orleans International,0.4,0,0,74,13.87,0.215725833,0.225453498,0.127615679,0.26130947
5,3,0,0800-0859,3,2,31,76,SkyWest Airlines Inc.,9517,70878,3781,1065782,3472966,3.42E-05,9.90E-05,3,Salt Lake City International,40.784,-111.967,San Antonio International,0.34,0,0,55,5.37,0.174223672,0.178277802,0.180775199,0.111033417
6,4,0,1000-1059,4,2,6,158,Delta Air Lines Inc.,2303,87183,432,270922,12460183,0.000144166,0.00014866,24,Bradley International,41.939,-72.683,Atlanta Municipal,0.24,0,0,60,6.93,0.200730053,0.251827409,0.251477227,0.172352038
12,4,0,0700-0759,3,1,5,76,American Eagle Airlines Inc.,1107,26721,325,90547,1204766,0.000348408,0.000106867,2,Adams Field,34.729,-92.234,NONE,0,0,0,68,2.91,0.176872263,0.187867313,0.181617633,0.108193861
7,2,1,1700-1759,3,4,36,124,United Air Lines Inc.,11201,55374,381,955406,8501631,0.000253804,0.000228985,20,Ronald Reagan Washington National,38.852,-77.037,Chicago O'Hare International,0.58,0,0,77,8.05,0.236600959,0.273235738,0.202011935,0.310534436
6,3,0,1800-1859,3,5,4,129,American Eagle Airlines Inc.,1199,27159,112,106354,1204766,0.000348408,0.000106867,11,Rochester Monroe County,43.121,-77.671,Chicago O'Hare International,0.46,0,0,81,5.14,0.24696065,0.308247627,0.237174818,0.3656541
3,5,0,2100-2159,2,4,37,76,"Midwest Airline, Inc.",7956,26929,1054,1413432,1529740,1.25E-06,0.000123823,5,Miami International,25.792,-80.286,Pittsburgh International,0,0,0,80,9.84,0.13884176,0.138319672,0.201711417,0.229545802
12,2,0,1500-1559,4,2,32,109,Delta Air Lines Inc.,25322,81498,921,2907365,12460183,0.000144166,0.00014866,0,Dallas Fort Worth Regional,32.894,-97.03,Salt Lake City International,0,0,0,68,6.49,0.157390024,0.164265537,0.199784239,0.249669516
5,2,0,2200-2259,4,4,57,76,American Eagle Airlines Inc.,25360,27761,4899,2907365,1204766,0.000348408,0.000106867,3,Dallas Fort Worth Regional,32.894,-97.03,Greenville-Spartanburg,0.27,0,0,83,12.3,0.19432693,0.176593521,0.190876701,0.2663106
10,3,0,1900-1959,2,6,22,90,Comair Inc.,20449,24198,8189,2006675,1245396,0,9.00E-05,0,Douglas Municipal,35.219,-80.936,Piedmont Triad International,0,0,0,79,8.05,0.172270495,0.14684466,0.15751081,0.225404157
3,2,0,1900-1959,2,7,14,129,Delta Air Lines Inc.,5137,84142,811,573075,12460183,0.000144166,0.00014866,11,Raleigh-Durham International,35.875,-78.782,Atlanta Municipal,0.06,0,0,56,10.07,0.124075271,0.14253203,0.132868232,0.243701776
6,5,1,1000-1059,1,2,30,76,"Midwest Airline, Inc.",14033,26990,2759,1208249,1529740,1.25E-06,0.000123823,11,LaGuardia,40.779,-73.876,Lambert-St. Louis International,0,0,0,76,13.42,0.20893686,0.300948475,0.222677771,0.172352038
4,7,0,2000-2059,2,8,63,90,Comair Inc.,18979,23434,7448,2006675,1245396,0,9.00E-05,3,Douglas Municipal,35.219,-80.936,Charlottesville Albemarle,0.01,0,0,71,5.14,0.225377884,0.187867313,0.203724031,0.248850205
5,4,0,0001-0559,2,2,7,143,Southwest Airlines Co.,2588,113709,993,279230,13382999,6.18E-05,9.89E-05,15,General Mitchell Field,42.95,-87.897,Atlanta Municipal,0.37,0,0,43,6.26,0.248619996,0.172770701,0.25085146,0.083390528
12,7,1,1200-1259,3,3,6,70,Comair Inc.,2642,24003,134,289569,1245396,0,9.00E-05,15,Jacksonville International,30.485,-81.688,Ronald Reagan Washington National,0.26,0,0,75,6.93,0.223615785,0.208171709,0.226980168,0.210959138
6,1,0,1000-1059,2,3,12,76,SkyWest Airlines Inc.,3351,71188,342,429725,3472966,3.42E-05,9.90E-05,2,Orange County,33.676,-117.867,San Jose International,0,0,0,72,4.92,0.208210409,0.191943769,0.253568181,0.172352038
6,7,0,1000-1059,4,2,13,143,Southwest Airlines Co.,6007,112879,2289,874468,13382999,6.18E-05,9.89E-05,17,Tampa International,27.973,-82.535,William P Hobby,0,0,0,93,5.59,0.259774616,0.344399538,0.270709157,0.172352038
4,5,1,1700-1759,8,3,17,180,Delta Air Lines Inc.,9556,81803,506,1297685,12460183,0.000144166,0.00014866,1,Philadelphia International,39.868,-75.249,Salt Lake City International,0.78,0,0,71,10.07,0.139557586,0.098221191,0.232425733,0.244534759
5,6,1,0800-0859,4,1,6,76,SkyWest Airlines Inc.,2105,70878,536,178477,3472966,3.42E-05,9.90E-05,11,Will Rogers World,35.392,-97.602,NONE,1.46,0,0,74,14.99,0.174223672,0.187867313,0.179907331,0.111033417
11,4,0,0800-0859,3,1,7,79,Mesa Airlines Inc.,2035,18459,180,170270,1191889,0,9.13E-05,15,Standiford Field,38.18,-85.739,NONE,0,0,0,42,7.38,0.150796698,0.187867313,0.139886069,0.094316995
9,2,1,1400-1459,2,3,18,143,Southwest Airlines Co.,6791,107436,6386,819756,13382999,6.18E-05,9.89E-05,20,Chicago Midway International,41.785,-87.752,Phoenix Sky Harbor International,0,0,0,79,12.08,0.124829468,0.140267678,0.130811488,0.156406978
7,7,0,1600-1659,3,5,14,149,Delta Air Lines Inc.,7261,90457,725,1413432,12460183,0.000144166,0.00014866,29,Miami International,25.792,-80.286,Atlanta Municipal,0,0,0,92,6.26,0.190218739,0.221415829,0.222538482,0.289210184
12,1,0,1400-1459,1,4,64,76,Mesa Airlines Inc.,15165,18545,3098,1690031,1191889,0,9.13E-05,5,Houston Intercontinental,29.983,-95.34,Douglas Municipal,0,0,0,84,6.26,0.233554558,0.186039741,0.25164658,0.238460503
9,1,0,1400-1459,2,3,7,180,Frontier Airlines Inc.,4580,11895,91,564680,1857122,0.000115726,7.13E-06,13,Louis Armstrong New Orleans International,29.991,-90.251,San Antonio International,0,0,0,91,5.14,0.203524348,0.107898144,0.137111994,0.156406978
1,1,0,1600-1659,4,2,19,145,Spirit Air Lines,8899,15023,283,1297685,2688839,9.17E-06,0.000124651,14,Philadelphia International,39.868,-75.249,Los Angeles International,0,0,0,35,9.62,0.143968478,0.170850202,0.176996912,0.212890346
8,2,0,1500-1559,10,3,5,173,United Air Lines Inc.,1427,55706,181,154082,8501631,0.000253804,0.000228985,5,Keahole,19.739,-156.046,San Francisco International,0,0,0,87,7.38,0.221460287,0.238865004,0.218547944,0.245737461
6,3,0,1100-1159,1,3,18,100,JetBlue Airways,12427,24204,4294,1472200,3190369,0.000160039,0.000126866,14,Logan International,42.364,-71.006,Newark Liberty International,0,0,0,75,11.63,0.294506349,0.342454835,0.237174818,0.190774512
8,6,1,1700-1759,6,4,59,173,United Air Lines Inc.,23099,55706,6032,2743323,8501631,0.000253804,0.000228985,3,Stapleton International,39.774,-104.88,Chicago O'Hare International,0,0,0,84,8.95,0.221460287,0.232441949,0.161869671,0.293617521
10,3,0,1000-1059,2,3,8,124,United Air Lines Inc.,7503,54923,445,732595,8501631,0.000253804,0.000228985,20,Nashville International,36.127,-86.682,Chicago O'Hare International,0,0,0,80,7.16,0.156376273,0.163162641,0.15751081,0.135971819
2,2,0,1000-1059,5,2,18,200,JetBlue Airways,10780,22053,1520,1823051,3190369,0.000160039,0.000126866,3,Orlando International,28.432,-81.325,John F. Kennedy International,0.16,0,0,85,8.28,0.280857625,0.182913806,0.205745015,0.187484152
10,6,0,1000-1059,1,3,25,143,Southwest Airlines Co.,14566,115051,6206,1903352,13382999,6.18E-05,9.89E-05,21,McCarran International,36.08,-115.152,Los Angeles International,0,0,0,79,4.92,0.179322906,0.13491434,0.112162322,0.135971819
1,4,0,1000-1059,3,3,69,76,Endeavor Air Inc.,23400,19857,134,3103410,1212846,0,9.35E-05,11,Chicago O'Hare International,41.978,-87.906,John F. Kennedy International,0,0,0,35,5.59,0.198727273,0.186792986,0.198971757,0.154334231
11,2,0,1700-1759,3,5,4,76,SkyWest Airlines Inc.,1323,66502,190,125614,3472966,3.42E-05,9.90E-05,10,Tulsa International,36.198,-95.89,Minneapolis-St Paul International,0,0,0,67,16.33,0.136377483,0.133961397,0.153129972,0.182646234
4,2,0,0700-0759,1,1,48,110,Delta Air Lines Inc.,18979,81803,616,2006675,12460183,0.000144166,0.00014866,13,Douglas Municipal,35.219,-80.936,NONE,0.1,0.1,0,54,7.83,0.139557586,0.187867313,0.138603046,0.094279909
11,2,0,1800-1859,5,4,83,228,Spirit Air Lines,24926,17350,633,2907365,2688839,9.17E-06,0.000124651,2,Dallas Fort Worth Regional,32.894,-97.03,McCarran International,0,0,0,75,10.74,0.12395751,0.160685066,0.153129972,0.192616144
1,5,0,1100-1159,2,4,25,50,Endeavor Air Inc.,10278,19857,1481,1680928,1212846,0,9.35E-05,15,John F. Kennedy International,40.639,-73.777,Washington Dulles International,0,0,0,32,19.01,0.198727273,0.148065683,0.171722566,0.166629229
2,6,0,0600-0659,4,1,28,180,Frontier Airlines Inc.,10780,8643,1050,1823051,1857122,0.000115726,7.13E-06,3,Orlando International,28.432,-81.325,NONE,0.03,0,0,77,7.38,0.254797048,0.187867313,0.163938839,0.078905552
10,5,0,1700-1759,5,5,11,70,"Midwest Airline, Inc.",4760,28628,508,477995,1529740,1.25E-06,0.000123823,14,Kansas City International,39.298,-94.714,Houston Intercontinental,0,0,0,72,15.21,0.156035538,0.200524984,0.193713396,0.210931174
4,4,0,1000-1059,2,3,78,143,Southwest Airlines Co.,32678,110752,3345,4365661,13382999,6.18E-05,9.89E-05,10,Atlanta Municipal,33.641,-84.427,Chicago Midway International,0.01,0,0,82,9.84,0.215725833,0.280587618,0.171316644,0.147773102
11,6,0,1600-1659,8,3,31,180,Delta Air Lines Inc.,12038,79989,1466,1823051,12460183,0.000144166,0.00014866,6,Orlando International,28.432,-81.325,Salt Lake City International,0,0,0,88,7.38,0.10088232,0.099968414,0.13570632,0.176145672
12,1,0,1900-1959,2,7,11,143,Southwest Airlines Co.,5195,113248,2999,614236,13382999,6.18E-05,9.89E-05,14,San Jose International,37.363,-121.941,Orange County,0,0,0,59,4.03,0.264038108,0.216342083,0.25164658,0.302154866
9,3,0,1100-1159,4,2,16,175,Southwest Airlines Co.,9403,107436,2333,1823051,13382999,6.18E-05,9.89E-05,1,Orlando International,28.432,-81.325,William P Hobby,0,0,0,92,5.82,0.124829468,0.151459854,0.128298127,0.118392688
12,1,0,1500-1559,2,4,30,76,"Midwest Airline, Inc.",9612,28319,1578,1297685,1529740,1.25E-06,0.000123823,5,Philadelphia International,39.868,-75.249,Port Columbus International,0,0,0,51,6.26,0.186216144,0.172413793,0.25164658,0.249669516
12,5,0,1900-1959,5,4,10,132,Delta Air Lines Inc.,2716,81498,542,283617,12460183,0.000144166,0.00014866,17,Palm Beach International,26.682,-80.094,Logan International,1.37,0,0,80,17,0.157390024,0.276045358,0.190768997,0.302154866
8,3,0,1600-1659,2,4,40,154,United Air Lines Inc.,16527,55706,6234,1908862,8501631,0.000253804,0.000228985,20,San Francisco International,37.619,-122.375,Los Angeles International,0,0,0,70,14.09,0.221460287,0.186147815,0.221672355,0.26885759
9,4,1,1800-1859,4,3,32,191,Delta Air Lines Inc.,13885,81338,2296,1208249,12460183,0.000144166,0.00014866,1,LaGuardia,40.779,-73.876,Atlanta Municipal,0,0,0,71,7.61,0.101805081,0.100238234,0.167321456,0.205129382
12,1,0,2000-2059,3,7,34,143,Southwest Airlines Co.,10053,113248,746,1065782,13382999,6.18E-05,9.89E-05,16,Salt Lake City International,40.784,-111.967,Metropolitan Oakland International,0,0,3.1,36,3.36,0.264038108,0.333333333,0.25164658,0.286799901
11,6,0,1400-1459,1,5,21,76,"Midwest Airline, Inc.",10968,27026,2476,955406,1529740,1.25E-06,0.000123823,11,Ronald Reagan Washington National,38.852,-77.037,LaGuardia,0,0,0,44,2.68,0.114528646,0.147342739,0.13570632,0.165278163
10,3,0,1900-1959,3,4,21,146,Alaska Airlines Inc.,11970,22073,5775,1960746,2884187,3.23E-05,0.000174601,8,Seattle International,47.447,-122.306,Hollywood-Burbank Midpoint,0,0,0,57,6.71,0.134774543,0.119591638,0.15751081,0.225404157
11,6,0,1600-1659,2,2,67,150,American Airlines Inc.,19569,77179,8432,2006675,11744595,9.82E-05,0.000177287,20,Douglas Municipal,35.219,-80.936,Cleveland-Hopkins International,0.62,0,0,59,4.92,0.142302374,0.129504505,0.13570632,0.176145672
5,3,1,1900-1959,3,1,18,143,Southwest Airlines Co.,5800,113709,3419,642980,13382999,6.18E-05,9.89E-05,10,Lambert-St. Louis International,38.747,-90.364,NONE,0.84,0,0,88,8.28,0.248619996,0.187867313,0.180775199,0.307368618
10,7,0,1800-1859,2,7,8,143,Southwest Airlines Co.,3395,115051,1197,429725,13382999,6.18E-05,9.89E-05,12,Orange County,33.676,-117.867,San Jose International,0,0,0,73,8.72,0.179322906,0.124082046,0.16537086,0.22621527
6,4,0,1900-1959,7,2,38,173,United Air Lines Inc.,14546,53737,5090,1690031,8501631,0.000253804,0.000228985,18,Houston Intercontinental,29.983,-95.34,Fort Lauderdale-Hollywood International,0.01,0,0,88,8.28,0.265472582,0.304036213,0.251477227,0.390600056
7,2,0,1300-1359,3,3,4,110,Delta Air Lines Inc.,2304,90457,451,270922,12460183,0.000144166,0.00014866,19,Bradley International,41.939,-72.683,Minneapolis-St Paul International,0,0,0,94,6.04,0.190218739,0.172181023,0.202011935,0.197821471
